,date,fear_and_greed,open,high,low,close,vol.,volatility,rsi,outcome
1168,2023-07-07,55,1847.5125732421875,1876.9632568359375,1832.025390625,1870.6025390625,6468885150.0,45.72,47.514055436495596,PROFITABLE
1169,2023-07-08,58,1871.0020751953125,1872.5015869140625,1844.6417236328125,1865.53955078125,4299007854.0,43.86,48.79347357698593,PROFITABLE
1170,2023-07-09,55,1865.594970703125,1878.6689453125,1857.748291015625,1863.009765625,4392863807.0,44.65,45.47202018921493,PROFITABLE
1171,2023-07-10,56,1863.240234375,1905.4608154296875,1848.7772216796875,1880.556396484375,6336468234.0,43.69,52.704505529541954,PROFITABLE
1172,2023-07-11,57,1880.6549072265625,1889.3817138671875,1863.2186279296875,1878.3360595703125,4905225892.0,43.72,48.43198593113138,PROFITABLE
1173,2023-07-12,64,1878.322021484375,1901.1484375,1865.7100830078125,1872.11376953125,6379007000.0,46.86,57.190168357023786,PROFITABLE
1174,2023-07-13,57,1872.040283203125,2011.88525390625,1864.49609375,2006.511474609375,11114853969.0,51.42,68.49458111009395,PROFITABLE
1175,2023-07-14,60,2005.6861572265625,2026.2049560546875,1901.3612060546875,1939.3470458984375,10627449471.0,47.46,50.76344415055015,PROFITABLE
1176,2023-07-15,56,1939.129638671875,1946.0191650390625,1928.1873779296875,1931.466552734375,4380084234.0,45.64,50.85707978528885,PROFITABLE
1177,2023-07-16,57,1931.64501953125,1942.0308837890625,1917.2940673828125,1923.681884765625,4329306566.0,45.16,48.26953451425872,PROFITABLE
1178,2023-07-17,54,1923.6943359375,1936.1776123046875,1875.120361328125,1911.6461181640625,6678090758.0,46.02,44.41431546866578,PROFITABLE
1179,2023-07-18,56,1911.697021484375,1916.4683837890625,1878.718505859375,1897.5992431640625,5814708445.0,44.04,44.954919619565956,PROFITABLE
1180,2023-07-19,50,1897.7972412109375,1919.264404296875,1883.067138671875,1889.0079345703125,6018487800.0,43.76,47.07904347860569,PROFITABLE
1181,2023-07-20,56,1889.07373046875,1919.264404296875,1879.734375,1890.9691162109375,7366830684.0,41.67,56.84085357939094,PROFITABLE
1182,2023-07-21,50,1891.581298828125,1905.38623046875,1885.2962646484375,1892.080078125,4668158260.0,40.39,53.72156223374957,PROFITABLE
1183,2023-07-22,52,1891.955078125,1897.0880126953125,1855.0927734375,1864.912353515625,4101305643.0,40.11,49.8990541186234,PROFITABLE
1184,2023-07-23,54,1866.09423828125,1904.4832763671875,1859.56884765625,1889.191650390625,4480604100.0,39.28,53.9381954390217,PROFITABLE
1185,2023-07-24,55,1888.8095703125,1889.761962890625,1836.8524169921875,1850.0020751953125,6344373569.0,38.59,45.685059193579924,PROFITABLE
1186,2023-07-25,50,1850.0279541015625,1867.3232421875,1845.9815673828125,1857.741943359375,4163381707.0,38.69,47.13630260573768,PROFITABLE
1187,2023-07-26,51,1857.696533203125,1886.97412109375,1849.4368896484375,1872.159912109375,5781548155.0,38.66,50.00627332998314,PROFITABLE
1188,2023-07-27,51,1872.0863037109375,1885.591552734375,1855.321533203125,1860.357177734375,4291339248.0,36.52,20.19362136885249,PROFITABLE
1189,2023-07-28,52,1860.7025146484375,1881.457275390625,1857.0489501953125,1874.744873046875,3800973336.0,36.37,33.21115481226235,SKIPPED
1190,2023-07-29,52,1874.5604248046875,1885.529296875,1870.3338623046875,1881.06884765625,2497302218.0,36.88,36.79579469321806,PROFITABLE
1191,2023-07-30,52,1880.87158203125,1884.1441650390625,1851.72802734375,1861.643798828125,4003005547.0,37.08,34.68043956891958,PROFITABLE
1192,2023-07-31,50,1861.7552490234375,1875.62939453125,1851.9154052734375,1856.162353515625,4391613314.0,38.68,35.840607891600314,PROFITABLE
1193,2023-08-01,53,1856.190185546875,1873.0299072265625,1817.9207763671875,1871.7921142578125,7634860636.0,39.15,43.46683230427877,PROFITABLE
1194,2023-08-02,53,1873.4681396484375,1877.511474609375,1822.3482666015625,1839.0897216796875,6448512422.0,38.44,38.73786290118248,PROFITABLE
1195,2023-08-03,52,1838.89794921875,1856.4075927734375,1825.3477783203125,1835.136474609375,4710581074.0,36.74,37.51571518489465,PROFITABLE
1196,2023-08-04,54,1834.8905029296875,1847.9122314453125,1817.413818359375,1827.712890625,4861242484.0,37.27,36.00252715631205,PROFITABLE
1197,2023-08-05,50,1827.798583984375,1836.46484375,1824.8079833984375,1834.9879150390625,2866049749.0,37.02,42.87620620732904,PROFITABLE
1198,2023-08-06,49,1834.84521484375,1836.2489013671875,1824.9866943359375,1827.4620361328125,2963395076.0,37.23,34.030890493799475,PROFITABLE
1199,2023-08-07,49,1827.239501953125,1842.5225830078125,1804.7166748046875,1826.9388427734375,5837881974.0,35.01,42.54156863364336,PROFITABLE
1200,2023-08-08,54,1826.9310302734375,1873.84716796875,1824.4300537109375,1855.807373046875,5812855406.0,38.35,49.44959455873793,PROFITABLE
1201,2023-08-09,50,1855.7794189453125,1869.736572265625,1845.48974609375,1854.297607421875,5870081833.0,36.85,44.515121573825155,PROFITABLE
1202,2023-08-10,53,1854.3482666015625,1863.3109130859375,1845.4422607421875,1850.75341796875,3760304518.0,34.44,46.893469628862135,PROFITABLE
1203,2023-08-11,51,1850.74169921875,1855.0660400390625,1839.5692138671875,1847.1243896484375,3353025102.0,33.68,40.39722170586852,PROFITABLE
1204,2023-08-12,54,1847.1719970703125,1852.281005859375,1845.71923828125,1848.889892578125,2291124840.0,35.46,38.446164500039444,PROFITABLE
1205,2023-08-13,54,1849.0538330078125,1859.9163818359375,1834.8043212890625,1839.2801513671875,3054625661.0,34.58,41.36147033666138,PROFITABLE
1206,2023-08-14,50,1839.323486328125,1853.8363037109375,1834.8004150390625,1844.185791015625,4083364724.0,34.6,45.35307568871215,PROFITABLE
1207,2023-08-15,53,1844.1641845703125,1845.547607421875,1816.3250732421875,1826.9327392578125,4483923893.0,34.83,32.811020764029465,PROFITABLE
1208,2023-08-16,52,1827.036376953125,1829.3612060546875,1798.9666748046875,1805.6590576171875,4976573383.0,38.85,35.96058810261037,PROFITABLE
1209,2023-08-17,50,1805.5673828125,1807.71484375,1551.7132568359375,1684.9334716796875,14208462072.0,45.25,18.154713994592996,PROFITABLE
1210,2023-08-18,37,1682.0384521484375,1698.124267578125,1644.930908203125,1660.945068359375,9645084584.0,43.06,16.963220834594836,SKIPPED
1211,2023-08-19,39,1660.8443603515625,1693.2281494140625,1654.0758056640625,1669.471923828125,4871231360.0,42.36,17.3730312388559,SKIPPED
1212,2023-08-20,37,1669.5877685546875,1692.3287353515625,1662.9014892578125,1684.85205078125,4105056995.0,43.91,22.732660048967546,SKIPPED
1213,2023-08-21,38,1685.0223388671875,1685.0826416015625,1651.9598388671875,1667.26904296875,5077248383.0,44.2,21.34046220205269,SKIPPED
1214,2023-08-22,37,1667.279296875,1668.638671875,1596.384033203125,1633.892578125,7244623133.0,43.28,10.802279338898558,SKIPPED
1215,2023-08-23,37,1634.4017333984375,1696.593994140625,1629.5810546875,1679.2744140625,7191868448.0,48.47,23.233387521571373,SKIPPED
1216,2023-08-24,41,1679.248291015625,1682.48974609375,1641.6270751953125,1659.944580078125,5104531920.0,42.77,22.163287664987678,SKIPPED
1217,2023-08-25,39,1660.2698974609375,1671.970703125,1635.9674072265625,1652.93505859375,5396997823.0,43.12,21.946816010992748,SKIPPED
1218,2023-08-26,38,1652.92724609375,1654.7777099609375,1643.712646484375,1646.3067626953125,2423247747.0,43.76,21.13970581841795,SKIPPED
1219,2023-08-27,38,1646.27197265625,1659.26708984375,1645.90283203125,1657.5130615234375,2624065031.0,43.19,24.22245088881057,SKIPPED
1220,2023-08-28,39,1657.4398193359375,1659.3287353515625,1627.44677734375,1652.4573974609375,4855588534.0,44.86,22.82133996153621,SKIPPED
1221,2023-08-29,39,1652.274169921875,1742.6373291015625,1639.576171875,1729.7257080078125,11304916729.0,41.38,38.22400651145952,SKIPPED
1222,2023-08-30,49,1729.6766357421875,1730.564697265625,1697.147216796875,1705.1121826171875,5023904190.0,41.52,37.917180581585434,PROFITABLE
1223,2023-08-31,52,1705.364501953125,1720.011962890625,1634.8509521484375,1645.63916015625,6593153505.0,38.13,44.46280053462782,PROFITABLE
1224,2023-09-01,40,1645.581298828125,1653.53173828125,1603.0341796875,1628.4912109375,6104510092.0,38.23,45.336831005332805,PROFITABLE
1225,2023-09-02,39,1628.5596923828125,1644.0306396484375,1627.97607421875,1637.025390625,2943590996.0,40.36,45.33798151904187,PROFITABLE
1226,2023-09-03,40,1637.0435791015625,1645.6451416015625,1626.0892333984375,1636.11767578125,3151878318.0,40.31,42.69383930662919,PROFITABLE
1227,2023-09-04,40,1635.7247314453125,1642.6531982421875,1618.523681640625,1629.6552734375,3887968912.0,39.68,44.166508901728854,PROFITABLE
1228,2023-09-05,40,1629.9110107421875,1645.9483642578125,1610.1412353515625,1633.62939453125,4417491902.0,39.86,49.955087001228236,PROFITABLE
1229,2023-09-06,42,1633.912109375,1656.9327392578125,1611.147705078125,1632.2523193359375,4987397046.0,40.42,40.55735401471484,PROFITABLE
1230,2023-09-07,41,1632.2628173828125,1657.3037109375,1623.220458984375,1647.5982666015625,4907290296.0,40.54,47.480385616268066,PROFITABLE
1231,2023-09-08,46,1647.8076171875,1657.1363525390625,1617.7965087890625,1636.1378173828125,4598495496.0,39.01,46.63321156721074,PROFITABLE
1232,2023-09-09,41,1636.0504150390625,1636.8707275390625,1629.660888671875,1635.162353515625,2081625742.0,41.71,47.71445609337346,PROFITABLE
1233,2023-09-10,40,1635.211669921875,1635.43310546875,1604.04052734375,1616.828857421875,4339499949.0,44.53,41.89329411713197,PROFITABLE
1234,2023-09-11,40,1616.769775390625,1618.3057861328125,1533.4267578125,1551.6376953125,7693700923.0,41.78,33.794422274484816,PROFITABLE
1235,2023-09-12,30,1551.497802734375,1619.114013671875,1549.4937744140625,1592.429443359375,6813819740.0,42.09,24.999611012048845,PROFITABLE
1236,2023-09-13,41,1592.892333984375,1615.05029296875,1582.217529296875,1607.988525390625,4979469106.0,42.39,31.711621590683933,SKIPPED
1237,2023-09-23,47,1593.213134765625,1598.001708984375,1588.3289794921875,1593.8577880859375,2101436678.0,37.45,38.24174288962967,PROFITABLE
1238,2023-09-24,44,1593.82568359375,1600.207275390625,1576.7833251953125,1580.8533935546875,3086456944.0,37.73,38.97517607275131,PROFITABLE
1239,2023-09-25,47,1580.7474365234375,1595.8441162109375,1565.0255126953125,1588.3228759765625,4394930984.0,38.05,38.67295273580851,PROFITABLE
1240,2023-09-26,46,1588.023193359375,1598.0977783203125,1580.16552734375,1593.417236328125,3544861160.0,37.63,40.25859956333824,PROFITABLE
1241,2023-09-27,44,1593.1082763671875,1631.9107666015625,1585.368896484375,1597.4912109375,5533036096.0,39.81,42.58145566633669,PROFITABLE
1242,2023-09-28,46,1597.6719970703125,1666.024169921875,1597.294677734375,1652.8826904296875,6658092168.0,37.79,53.58936955101873,PROFITABLE
1243,2023-09-29,48,1652.9998779296875,1687.28125,1648.656494140625,1667.94384765625,5529687537.0,37.11,56.33091328758848,PROFITABLE
1244,2023-09-30,47,1667.83447265625,1692.5311279296875,1666.5638427734375,1671.161865234375,3155292192.0,38.07,54.36759248323289,PROFITABLE
1245,2023-10-01,48,1671.1614990234375,1750.595703125,1670.0821533203125,1733.8104248046875,5054880180.0,42.18,65.21649831163191,PROFITABLE
1246,2023-10-02,50,1732.9840087890625,1743.5635986328125,1646.07763671875,1663.6275634765625,8420552922.0,38.62,53.647978028311265,PROFITABLE
1247,2023-10-03,50,1662.88720703125,1670.3563232421875,1644.4964599609375,1656.6856689453125,4742827302.0,38.39,55.261501492365106,PROFITABLE
1248,2023-10-04,49,1656.7359619140625,1657.2535400390625,1629.4266357421875,1647.838134765625,5127524863.0,37.6,64.918715778203,PROFITABLE
1249,2023-10-05,48,1647.7882080078125,1654.3790283203125,1609.8499755859375,1611.4764404296875,5403759057.0,37.15,52.99494996996087,PROFITABLE
1250,2023-10-06,50,1611.36572265625,1659.60986328125,1611.36572265625,1645.83154296875,4941208729.0,36.96,55.61833795351211,PROFITABLE
1251,2023-10-07,49,1645.8109130859375,1648.1837158203125,1631.158203125,1634.51123046875,2578994988.0,36.67,56.086376311319654,PROFITABLE
1252,2023-10-08,50,1634.6573486328125,1641.182373046875,1618.189208984375,1633.548583984375,3315554175.0,40.01,58.1842856346571,PROFITABLE
1253,2023-10-09,50,1633.454833984375,1635.4478759765625,1553.0069580078125,1579.806640625,7020801716.0,38.93,48.84353615198983,PROFITABLE
1254,2023-10-10,50,1580.112060546875,1593.7413330078125,1553.03173828125,1567.7130126953125,5254966125.0,38.87,46.57460441918309,PROFITABLE
1255,2023-10-11,47,1567.6807861328125,1578.2235107421875,1548.98046875,1566.2547607421875,5416504273.0,41.19,45.808145357948014,UNPROFITABLE
1256,2023-10-12,45,1566.35595703125,1566.878173828125,1523.237548828125,1539.6124267578125,5003930677.0,38.36,33.52844317329759,UNPROFITABLE
1257,2023-10-13,44,1539.432861328125,1571.7506103515625,1537.921142578125,1552.0894775390625,4575141511.0,39.09,33.025091798171005,UNPROFITABLE
1258,2023-10-14,47,1552.2637939453125,1560.3250732421875,1545.73876953125,1555.2568359375,2429214718.0,38.29,33.01514782907353,UNPROFITABLE
1259,2023-10-15,45,1555.0760498046875,1565.7608642578125,1550.5545654296875,1558.06982421875,2923337883.0,37.64,18.7700628257396,UNPROFITABLE
1260,2023-10-16,47,1558.3134765625,1628.15625,1555.9896240234375,1600.5343017578125,8846928526.0,37.79,37.56279242573434,SKIPPED
1261,2023-10-17,52,1600.6356201171875,1601.294677734375,1554.4029541015625,1565.4395751953125,5032686973.0,36.5,33.81013521299056,UNPROFITABLE
1262,2023-10-18,50,1565.3828125,1584.7269287109375,1556.736328125,1563.7498779296875,4354138855.0,36.99,34.69130869397284,UNPROFITABLE
1263,2023-10-19,52,1563.9581298828125,1573.7376708984375,1543.5850830078125,1567.45703125,5035110867.0,39.68,40.90461736826202,UNPROFITABLE
1264,2023-10-20,53,1567.5709228515625,1628.6090087890625,1562.3028564453125,1604.6668701171875,6747486127.0,42.57,41.593639084451745,UNPROFITABLE
1265,2023-10-21,63,1604.822265625,1641.2418212890625,1593.447998046875,1629.304443359375,4212179634.0,41.98,48.99155682404943,UNPROFITABLE
1266,2023-10-22,53,1629.2977294921875,1667.6666259765625,1623.9847412109375,1663.429931640625,5248406817.0,46.71,55.128568279926284,UNPROFITABLE
1267,2023-10-23,53,1674.8492431640625,1794.0704345703125,1663.447998046875,1765.3826904296875,14362295879.0,54.01,77.32810537786492,UNPROFITABLE
1268,2023-10-24,66,1766.0146484375,1852.6844482421875,1758.6900634765625,1784.4375,15888690475.0,54.56,81.27387058509774,SKIPPED
1269,2023-10-25,72,1784.905029296875,1814.4847412109375,1762.1470947265625,1787.3975830078125,9439066475.0,54.19,81.77372836824651,SKIPPED
1270,2023-10-26,71,1787.48193359375,1865.09521484375,1764.0130615234375,1804.039306640625,11196672635.0,48.19,89.11689680341483,SKIPPED
1271,2023-10-27,70,1803.794921875,1804.1358642578125,1751.4400634765625,1780.0452880859375,7493399771.0,48.23,82.6105193894401,SKIPPED
1272,2023-10-28,65,1780.084228515625,1800.6053466796875,1773.4366455078125,1776.6181640625,4226112731.0,50.11,81.64361875884713,SKIPPED
1273,2023-10-29,72,1776.56396484375,1810.4886474609375,1766.052978515625,1795.5460205078125,4358528382.0,53.96,82.45209349995613,SKIPPED
1274,2023-10-30,68,1795.589111328125,1829.24951171875,1779.364501953125,1810.088623046875,7534051038.0,53.62,81.00232860280582,SKIPPED
1275,2023-10-31,66,1810.131591796875,1819.97265625,1784.567626953125,1816.458984375,6477922747.0,55.47,90.58636096826949,SKIPPED
1276,2023-11-01,66,1815.8720703125,1858.3128662109375,1786.4095458984375,1847.0897216796875,10628825648.0,60.62,91.89160507481263,SKIPPED
1277,2023-11-02,72,1847.2598876953125,1873.885009765625,1790.11474609375,1800.6209716796875,9004197724.0,59.47,80.60346250237528,SKIPPED
1278,2023-11-03,65,1800.91650390625,1835.072509765625,1779.635498046875,1832.795166015625,7622864055.0,60.28,80.34362752436401,SKIPPED
1279,2023-11-04,68,1833.368896484375,1867.2613525390625,1825.736572265625,1857.6986083984375,4845080427.0,65.52,80.35752009415836,SKIPPED
1280,2023-11-05,70,1857.3956298828125,1911.608642578125,1848.6201171875,1894.15771484375,8867152645.0,63.69,80.47862215849537,SKIPPED
1281,2023-11-06,74,1894.027099609375,1914.5826416015625,1871.9730224609375,1899.83740234375,8104122602.0,56.56,73.81968067506753,SKIPPED
1282,2023-11-07,68,1900.5997314453125,1907.5614013671875,1852.7908935546875,1888.124267578125,9203228152.0,59.39,68.85948980470904,SKIPPED
1283,2023-11-08,66,1887.1190185546875,1904.5462646484375,1874.545654296875,1889.3223876953125,6751627017.0,66.34,68.65860286178071,PROFITABLE
1284,2023-11-09,69,1888.9403076171875,2130.88525390625,1884.204345703125,2120.56103515625,24709695029.0,67.1,82.44860549432782,PROFITABLE
1285,2023-11-10,70,2121.0673828125,2134.69140625,2068.13427734375,2078.289794921875,14740624457.0,65.04,79.47050957579056,SKIPPED
1286,2023-11-11,70,2078.058349609375,2089.530517578125,2035.0821533203125,2052.7138671875,10228351203.0,62.11,76.13781237894753,SKIPPED
1287,2023-11-12,73,2053.11865234375,2066.00341796875,2019.028076171875,2045.18701171875,7951011698.0,67.53,74.15477840962913,SKIPPED
1288,2023-11-13,72,2045.3544921875,2116.0107421875,2031.9542236328125,2055.265380859375,14322027970.0,66.53,73.92955554263526,SKIPPED
1289,2023-11-14,69,2054.765380859375,2065.06689453125,1939.2803955078125,1979.0526123046875,13087862495.0,65.16,63.96538177078298,SKIPPED
1290,2023-11-15,60,1979.47265625,2061.99169921875,1968.774658203125,2060.408447265625,12626326991.0,67.11,66.85365224655632,PROFITABLE
1291,2023-11-16,70,2059.9658203125,2088.662353515625,1940.57421875,1960.881591796875,14651619483.0,59.32,61.68226461285254,PROFITABLE
1292,2023-11-17,63,1961.8675537109375,1990.050537109375,1910.4454345703125,1961.28076171875,11881648738.0,58.67,59.82096803931096,PROFITABLE
1293,2023-11-18,69,1961.6712646484375,1971.4622802734375,1921.0623779296875,1963.2850341796875,8064677046.0,59.89,58.36341386910915,PROFITABLE
1294,2023-11-19,66,1963.1800537109375,2015.6339111328125,1944.90087890625,2013.2044677734375,7716048818.0,62.79,59.23272020502198,PROFITABLE
1295,2023-11-20,69,2011.8533935546875,2066.409912109375,1996.0443115234375,2022.2391357421875,12866464824.0,60.71,59.443772298770234,PROFITABLE
1296,2023-11-21,71,2022.21728515625,2035.035888671875,1937.0667724609375,1937.0667724609375,13653500841.0,55.76,53.39165069407799,PROFITABLE
1297,2023-11-22,62,1933.5831298828125,2089.51416015625,1933.1629638671875,2064.42529296875,13372200584.0,56.88,60.32842306325912,UNPROFITABLE
1298,2023-11-23,66,2063.905517578125,2088.031982421875,2041.4642333984375,2062.210693359375,7828437946.0,57.18,45.284065392420025,PROFITABLE
1299,2023-11-24,66,2062.411865234375,2132.481201171875,2060.9990234375,2081.152099609375,12141148820.0,57.78,50.24040009268239,UNPROFITABLE
1300,2023-11-25,73,2081.296142578125,2091.3427734375,2067.917236328125,2084.4130859375,5362623390.0,56.51,52.76604547102661,UNPROFITABLE
1301,2023-11-26,73,2084.177490234375,2094.095947265625,2038.6004638671875,2063.2861328125,8054814154.0,54.89,51.54269772954948,PROFITABLE
1302,2023-11-27,66,2062.390869140625,2070.606201171875,1988.120361328125,2027.4173583984375,10574810069.0,53.71,47.726308231639074,UNPROFITABLE
1303,2023-11-28,68,2027.5172119140625,2074.9541015625,1996.814697265625,2049.338134765625,9910633038.0,52.77,56.296805353813966,PROFITABLE
1304,2023-11-29,72,2049.186767578125,2071.994384765625,2020.756591796875,2029.92919921875,8945151861.0,52.78,46.928471821054565,PROFITABLE
1305,2023-11-30,74,2029.3583984375,2054.4443359375,2022.4617919921875,2052.55615234375,8107789163.0,55.19,60.932957933476196,PROFITABLE
1306,2023-12-01,71,2052.0966796875,2109.319091796875,2046.5570068359375,2087.139892578125,10866891430.0,54.65,63.87818338448285,PROFITABLE
1307,2023-12-02,74,2087.66357421875,2182.81787109375,2087.407958984375,2165.7041015625,9130124831.0,60.11,69.09605486598926,PROFITABLE
1308,2023-12-03,73,2165.895751953125,2213.17578125,2151.720947265625,2193.691650390625,8278465782.0,59.19,67.7620237605274,PROFITABLE
1309,2023-12-04,74,2193.663330078125,2273.06982421875,2193.00732421875,2243.2158203125,16149367134.0,58.52,70.14152600814944,PROFITABLE
1310,2023-12-05,75,2243.092529296875,2306.5703125,2191.17626953125,2293.841796875,15383072559.0,59.9,84.70482680365413,SKIPPED
1311,2023-12-06,72,2293.628173828125,2310.713134765625,2225.0810546875,2231.661376953125,12790612571.0,61.59,68.62999951045185,SKIPPED
1312,2023-12-07,72,2233.2177734375,2380.729736328125,2225.050537109375,2357.57958984375,14766891042.0,61.32,75.79465016715562,PROFITABLE
1313,2023-12-08,72,2357.169189453125,2387.514404296875,2340.92041015625,2358.73193359375,12543458699.0,62.41,75.01846182824471,SKIPPED
1314,2023-12-09,73,2358.68603515625,2401.760498046875,2331.666015625,2341.17529296875,10613312823.0,60.65,72.56077391088337,SKIPPED
1315,2023-12-10,74,2341.440185546875,2376.749755859375,2323.40576171875,2352.462646484375,7369608905.0,63.59,75.85598915175149,SKIPPED
1316,2023-12-11,74,2352.49658203125,2354.9140625,2160.358154296875,2224.578857421875,17989249470.0,62.47,65.13783170625044,SKIPPED
1317,2023-12-12,67,2224.39111328125,2242.55126953125,2166.77001953125,2202.0380859375,11391132228.0,61.46,61.71297418182649,PROFITABLE
1318,2023-12-13,65,2202.600341796875,2283.09912109375,2150.75439453125,2260.648681640625,12576395493.0,62.11,66.69357582429463,PROFITABLE
1319,2023-12-14,72,2260.736083984375,2331.6015625,2239.3662109375,2316.5791015625,12608711052.0,59.54,68.22491457476806,PROFITABLE
1320,2023-12-15,70,2316.1103515625,2316.892822265625,2214.26318359375,2219.33740234375,10259157898.0,59.94,58.39878097847447,PROFITABLE
1321,2023-12-16,67,2220.41552734375,2260.809814453125,2213.55078125,2226.926513671875,6866555430.0,61.06,54.27513463843252,PROFITABLE
1322,2023-12-17,73,2226.892578125,2244.366455078125,2195.76171875,2196.481201171875,7410453853.0,62.04,50.19412678963288,PROFITABLE
1323,2023-12-18,65,2195.341796875,2222.019287109375,2120.12744140625,2217.2734375,10366536490.0,62.41,48.119449136284544,PROFITABLE
1324,2023-12-19,73,2218.240966796875,2253.348876953125,2139.723388671875,2177.87255859375,10619179629.0,62.67,41.45437379329303,PROFITABLE
1325,2023-12-20,74,2177.239501953125,2263.3291015625,2161.21875,2201.911376953125,12652290807.0,62.45,47.67719011982326,PROFITABLE
1326,2023-12-21,70,2201.7900390625,2278.12158203125,2184.856689453125,2239.54248046875,12616530536.0,65.36,39.3101902091,PROFITABLE
1327,2023-12-22,74,2239.59814453125,2341.947509765625,2233.53271484375,2326.52490234375,16137246310.0,64.5,47.47566558462682,PROFITABLE
1328,2023-12-23,70,2326.7158203125,2332.072021484375,2270.428955078125,2309.04638671875,7995772945.0,66.11,47.481480460804875,PROFITABLE
1329,2023-12-24,71,2309.626708984375,2325.705078125,2249.984375,2265.692138671875,9450799236.0,64.17,43.523814938235965,PROFITABLE
1330,2023-12-25,73,2265.340576171875,2303.551025390625,2254.574462890625,2272.561767578125,8036302656.0,64.17,54.370778510869016,PROFITABLE
1331,2023-12-26,71,2272.21875,2274.557373046875,2180.225341796875,2231.46533203125,10668581464.0,70.82,52.59288515102468,PROFITABLE
1332,2023-12-27,73,2231.39306640625,2392.608642578125,2215.140380859375,2378.739990234375,14161342927.0,70.69,58.999140461917996,PROFITABLE
1333,2023-12-28,73,2380.20068359375,2445.017578125,2338.703857421875,2347.566162109375,15660799060.0,70.88,52.45395843217959,PROFITABLE
1334,2023-12-29,65,2346.84375,2386.004638671875,2262.975830078125,2300.690673828125,12536968996.0,73.25,57.00110976318469,PROFITABLE
1335,2023-12-30,68,2300.399658203125,2322.021484375,2270.011962890625,2292.0654296875,6888195427.0,71.7,55.59575357870765,PROFITABLE
1336,2023-12-31,67,2291.9453125,2318.512939453125,2261.394287109375,2281.47119140625,6871481744.0,70.38,57.558861885569286,PROFITABLE
1337,2024-01-01,65,2282.870361328125,2352.327880859375,2267.01806640625,2352.327880859375,6906765990.0,72.14,61.02931471398067,PROFITABLE
1338,2024-01-02,71,2352.593505859375,2431.21240234375,2348.892333984375,2355.83642578125,12910543630.0,72.26,65.43860689520793,PROFITABLE
1339,2024-01-03,70,2355.9814453125,2385.11767578125,2113.92529296875,2210.761962890625,19332933581.0,73.14,50.63454566586336,PROFITABLE
1340,2024-01-04,68,2210.529052734375,2294.608154296875,2204.86572265625,2269.0380859375,11044564896.0,72.99,52.05389559123238,UNPROFITABLE
1341,2024-01-05,72,2269.409423828125,2276.7646484375,2209.537109375,2268.647216796875,10860953290.0,76.7,45.417073439490565,PROFITABLE
1342,2024-01-06,70,2269.5400390625,2271.359375,2219.781982421875,2241.624755859375,5970741680.0,76.72,44.74084433977894,PROFITABLE
1343,2024-01-07,71,2242.0126953125,2257.1279296875,2211.5625,2222.865966796875,6490053615.0,73.6,46.526091151489794,PROFITABLE
1344,2024-01-08,71,2222.857666015625,2358.815673828125,2171.99365234375,2333.03271484375,13830287095.0,69.97,54.201153443385714,PROFITABLE
1345,2024-01-09,76,2332.8681640625,2369.6416015625,2243.21923828125,2344.8271484375,14891130716.0,73.29,58.20995329310486,PROFITABLE
1346,2024-01-10,73,2344.923583984375,2626.976806640625,2341.943115234375,2582.103515625,29042100476.0,70.07,63.0295370397889,PROFITABLE
1347,2024-01-11,76,2584.171630859375,2687.779052734375,2567.99365234375,2619.619140625,22575246883.0,65.06,67.28997716348726,UNPROFITABLE
1348,2024-01-12,71,2619.177001953125,2710.421875,2460.925537109375,2524.460205078125,23623839263.0,65.76,63.39905971510772,UNPROFITABLE
1349,2024-01-13,64,2522.933837890625,2589.079833984375,2498.594482421875,2576.597900390625,12250316867.0,66.15,66.19363189936158,PROFITABLE
1350,2024-01-14,60,2578.003662109375,2578.332275390625,2470.42431640625,2472.2412109375,9405587417.0,64.5,59.810300920171606,PROFITABLE
1351,2024-01-15,52,2471.6669921875,2550.76904296875,2470.82080078125,2511.36376953125,9700630000.0,61.7,58.45431644358844,PROFITABLE
1352,2024-01-16,64,2510.627197265625,2613.56689453125,2500.00390625,2587.691162109375,11063317095.0,58.68,61.43968356950863,PROFITABLE
1353,2024-01-17,60,2587.044677734375,2592.737060546875,2508.432861328125,2528.369384765625,10441017520.0,49.2,67.11935967288827,PROFITABLE
1354,2024-01-18,63,2528.59326171875,2546.263916015625,2426.135498046875,2467.018798828125,11900028080.0,49.71,60.636108066023624,PROFITABLE
1355,2024-01-19,51,2468.68896484375,2501.30517578125,2414.7109375,2489.49853515625,11405278376.0,47.43,61.58971892522653,PROFITABLE
1356,2024-01-20,52,2489.84765625,2489.84765625,2456.095703125,2469.589111328125,5297826161.0,45.64,62.05297442204605,PROFITABLE
1357,2024-01-21,56,2469.798583984375,2479.760498046875,2452.377685546875,2453.9130859375,4578471955.0,48.02,62.25591933413886,PROFITABLE
1358,2024-01-22,55,2454.9873046875,2463.447265625,2303.502685546875,2310.826416015625,13923771728.0,53.75,48.86181537425811,PROFITABLE
1359,2024-01-23,50,2310.95166015625,2348.03125,2167.282470703125,2240.68603515625,16182147521.0,48.69,44.96348020752404,PROFITABLE
1360,2024-01-24,48,2241.749755859375,2261.384521484375,2197.65673828125,2233.561767578125,10134722960.0,49.12,28.316636730339454,PROFITABLE
1361,2024-01-25,52,2233.969970703125,2240.380859375,2173.6865234375,2217.710205078125,9302247037.0,46.33,24.303933722333966,SKIPPED
