date,volatility
2022-12-18,63.44
2022-12-19,62.89
2022-12-20,61.65
2022-12-21,59.14
2022-12-22,57.2
2022-12-23,56.6
2022-12-24,57.11
2022-12-25,56.52
2022-12-26,56.04
2022-12-27,57.15
2022-12-28,56.58
2022-12-29,52.66
2022-12-30,49.72
2022-12-31,49.67
2023-01-01,50.14
2023-01-02,52.08
2023-01-03,46.13
2023-01-04,47.68
2023-01-05,45.8
2023-01-06,43.93
2023-01-07,44.87
2023-01-08,46.35
2023-01-09,47.24
2023-01-10,48.23
2023-01-11,48.2
2023-01-12,57.89
2023-01-13,72.25
2023-01-14,73.4
2023-01-15,70.02
2023-01-16,67.98
2023-01-17,67.71
2023-01-18,61.4
2023-01-19,58.72
2023-01-20,68.62
2023-01-21,65.44
2023-01-22,68.78
2023-01-23,68.35
2023-01-24,61.67
2023-01-25,61.77
2023-01-26,59.65
2023-01-27,57.76
2023-01-28,62.16
2023-01-29,59.24
2023-01-30,60.75
2023-01-31,62.42
2023-02-01,60.37
2023-02-02,58.04
2023-02-03,57.64
2023-02-04,59.09
2023-02-05,58.88
2023-02-06,57.98
2023-02-07,56.62
2023-02-08,55.3
2023-02-09,55.19
2023-02-10,52.74
2023-02-11,51.85
2023-02-12,55.86
2023-02-13,52.27
2023-02-14,53.05
2023-02-15,61.8
2023-02-16,62.94
2023-02-17,64.05
2023-02-18,65.92
2023-02-19,66.24
2023-02-20,66.08
2023-02-21,64.36
2023-02-22,60.92
2023-02-23,58.3
2023-02-24,54.27
2023-02-25,54.2
2023-02-26,54.39
2023-02-27,53.37
2023-02-28,57.01
2023-03-01,57.89
2023-03-02,55.26
2023-03-03,55.17
2023-03-04,55.09
2023-03-05,55.66
2023-03-06,55.7
2023-03-07,54.35
2023-03-08,52.8
2023-03-09,57.11
2023-03-10,65.27
2023-03-11,63.05
2023-03-12,68.78
2023-03-13,66.62
2023-03-14,66.91
2023-03-15,64.54
2023-03-16,69.32
2023-03-17,73.2
2023-03-18,76.99
2023-03-19,74.09
2023-03-20,75.31
2023-03-21,72.61
2023-03-22,71.08
2023-03-23,71.49
2023-03-24,67.93
2023-03-25,66.24
2023-03-26,68.72
2023-03-27,64.77
2023-03-28,67.39
2023-03-29,68.9
2023-03-30,64.12
2023-03-31,61.54
2023-04-01,63.43
2023-04-02,63.6
2023-04-03,63.3
2023-04-04,62.44
2023-04-05,61.35
2023-04-06,58.27
2023-04-07,58.69
2023-04-08,59.53
2023-04-09,64.64
2023-04-10,63.39
2023-04-11,59.56
2023-04-12,59.04
2023-04-13,56.93
2023-04-14,56.28
2023-04-15,57.88
2023-04-16,59.49
2023-04-17,58.39
2023-04-18,58.56
2023-04-19,57.63
2023-04-20,56.87
2023-04-21,57.56
2023-04-22,58.52
2023-04-23,56.75
2023-04-24,55.82
2023-04-25,58.94
2023-04-26,57.91
2023-04-27,55.7
2023-04-28,54.15
2023-04-29,55.98
2023-04-30,57.6
2023-05-01,57.2
2023-05-02,57.62
2023-05-03,57.29
2023-05-04,56.09
2023-05-05,55.73
2023-05-06,55.19
2023-05-07,55.29
2023-05-08,56.16
2023-05-09,55.31
2023-05-10,56.2
2023-05-11,56.52
2023-05-12,54.09
2023-05-13,53.1
2023-05-14,56.83
2023-05-15,56.19
2023-05-16,55.57
2023-05-17,52.52
2023-05-18,52.67
2023-05-19,52.49
2023-05-20,52.88
2023-05-21,53.38
2023-05-22,55.73
2023-05-23,58.68
2023-05-24,55.58
2023-05-25,51.24
2023-05-26,50.43
2023-05-27,52.92
2023-05-28,52.92
2023-05-29,50.7
2023-05-30,50.58
2023-05-31,48.17
2023-06-01,47.86
2023-06-02,46.94
2023-06-03,47.43
2023-06-04,47.33
2023-06-05,46.82
2023-06-06,50.25
2023-06-07,48.03
2023-06-08,46.46
2023-06-09,47.71
2023-06-10,47.7
2023-06-11,49.76
2023-06-12,50.34
2023-06-13,48.78
2023-06-14,51.94
2023-06-15,49.18
2023-06-16,48.05
2023-06-17,47.88
2023-06-18,49.52
2023-06-19,54.92
2023-06-20,64.6
2023-06-21,58.96
2023-06-22,57.5
2023-06-23,58.33
2023-06-24,59.15
2023-06-25,59.97
2023-06-26,60.77
2023-06-27,61.57
2023-06-28,62.37
2023-06-29,49.86
2023-06-30,48.95
2023-07-01,51.27
2023-07-02,52.34
2023-07-03,51.63
2023-07-04,48.88
2023-07-05,52.47
2023-07-06,49.66
2023-07-07,46.7
2023-07-08,46.53
2023-07-09,46.95
2023-07-10,47.27
2023-07-11,46.37
2023-07-12,47.23
2023-07-13,48.42
2023-07-14,46.2
2023-07-15,46.01
2023-07-16,46.07
2023-07-17,47.24
2023-07-18,44.79
2023-07-19,44.44
2023-07-20,43.46
2023-07-21,42.0
2023-07-22,41.32
2023-07-23,41.73
2023-07-24,40.47
2023-07-25,42.66
2023-07-26,41.2
2023-07-27,38.78
2023-07-28,38.22
2023-07-29,39.09
2023-07-30,39.18
2023-07-31,39.65
2023-08-01,39.9
2023-08-02,39.94
2023-08-03,38.38
2023-08-04,37.44
2023-08-05,37.08
2023-08-06,38.98
2023-08-07,40.05
2023-08-08,44.45
2023-08-09,40.53
2023-08-10,38.9
2023-08-11,36.4
2023-08-12,37.86
2023-08-13,38.07
2023-08-14,38.81
2023-08-15,40.54
2023-08-16,43.31
2023-08-17,49.01
2023-08-18,46.25
2023-08-19,45.9
2023-08-20,46.95
2023-08-21,46.57
2023-08-22,44.12
2023-08-23,45.62
2023-08-24,38.53
2023-08-25,37.35
2023-08-26,37.86
2023-08-27,38.72
2023-08-28,45.23
2023-08-29,42.65
2023-08-30,41.86
2023-08-31,38.99
2023-09-01,38.27
2023-09-02,39.65
2023-09-03,40.29
2023-09-04,41.54
2023-09-05,41.73
2023-09-06,42.06
2023-09-07,43.06
2023-09-08,42.1
2023-09-09,43.2
2023-09-10,46.88
2023-09-11,48.0
2023-09-12,46.76
2023-09-13,47.0
2023-09-23,41.68
2023-09-24,42.0
2023-09-25,42.77
2023-09-26,41.0
2023-09-27,42.77
2023-09-28,38.41
2023-09-29,37.28
2023-09-30,38.58
2023-10-01,42.53
2023-10-02,40.3
2023-10-03,40.15
2023-10-04,40.1
2023-10-05,38.05
2023-10-06,39.51
2023-10-07,39.25
2023-10-08,40.49
2023-10-09,40.7
2023-10-10,40.12
2023-10-11,40.29
2023-10-12,39.12
2023-10-13,38.83
2023-10-14,39.0
2023-10-15,42.6
2023-10-16,45.67
2023-10-17,43.78
2023-10-18,43.96
2023-10-19,48.1
2023-10-20,47.93
2023-10-21,51.08
2023-10-22,54.19
2023-10-23,59.41
2023-10-24,59.08
2023-10-25,60.2
2023-10-26,54.52
2023-10-27,53.19
2023-10-28,56.66
2023-10-29,59.2
2023-10-30,58.55
2023-10-31,60.75
2023-11-01,64.58
2023-11-02,65.7
2023-11-03,65.84
2023-11-04,65.84
2023-11-05,64.13
2023-11-06,57.82
2023-11-07,60.09
2023-11-08,64.43
2023-11-09,64.06
2023-11-10,62.87
2023-11-11,62.1
2023-11-12,63.24
2023-11-13,62.59
2023-11-14,62.6
2023-11-15,63.66
2023-11-16,64.71
2023-11-17,65.73
2023-11-18,66.75
2023-11-19,67.75
2023-11-20,68.69
2023-11-21,68.72
2023-11-22,69.83
2023-11-23,57.93
2023-11-24,56.37
2023-11-25,57.74
2023-11-26,58.3
2023-11-27,56.12
2023-11-28,56.79
2023-11-29,55.72
2023-11-30,55.92
2023-12-01,56.97
2023-12-02,59.39
2023-12-03,58.93
2023-12-04,58.36
2023-12-05,59.85
2023-12-06,58.1
2023-12-07,57.39
2023-12-08,58.75
2023-12-09,59.33
2023-12-10,60.06
2023-12-11,58.69
2023-12-12,58.34
2023-12-13,58.65
2023-12-14,58.54
2023-12-15,57.68
2023-12-16,58.56
2023-12-17,58.51
2023-12-18,61.25
2023-12-19,62.25
2023-12-20,62.31
2023-12-21,61.67
2023-12-22,60.91
2023-12-23,60.77
2023-12-24,62.4
2023-12-25,62.25
2023-12-26,66.38
2023-12-27,66.45
2023-12-28,66.48
2023-12-29,67.52
2023-12-30,67.12
2023-12-31,67.48
2024-01-01,68.95
2024-01-02,69.21
2024-01-03,69.71
2024-01-04,70.86
2024-01-05,74.23
2024-01-06,75.87
2024-01-07,74.51
2024-01-08,70.22
2024-01-09,69.73
2024-01-10,66.12
2024-01-11,59.83
2024-01-12,58.57
2024-01-13,58.99
2024-01-14,58.7
2024-01-15,58.12
2024-01-16,55.63
2024-01-17,50.46
2024-01-18,51.45
2024-01-19,50.67
2024-01-20,50.39
2024-01-21,50.38
2024-01-22,53.68
2024-01-23,50.11
2024-01-24,48.88
2024-01-25,47.15
2024-01-26,45.69
2024-01-27,48.28
2024-01-28,48.95
2024-01-29,49.18
2024-01-30,49.65
2024-01-31,47.75
2024-02-01,46.56
2024-02-02,45.46
2024-02-03,44.87
2024-02-04,46.08
2024-02-05,45.57
2024-02-06,44.43
2024-02-07,48.59
2024-02-08,51.17
2024-02-09,51.57
2024-02-10,53.99
2024-02-11,58.89
2024-02-12,57.11
2024-02-13,60.5
2024-02-14,61.18
2024-02-15,60.16
2024-02-16,59.77
2024-02-17,61.05
2024-02-18,61.38
2024-02-19,59.86
2024-02-20,56.64
2024-02-21,57.3
2024-02-22,56.02
2024-02-23,57.52
2024-02-24,59.04
2024-02-25,59.85
2024-02-26,64.1
2024-02-27,72.81
2024-02-28,73.2
2024-02-29,68.79
2024-03-01,68.66
2024-03-02,74.5
2024-03-03,79.92
2024-03-04,78.81
2024-03-05,80.85
2024-03-06,77.52
2024-03-07,76.01
2024-03-08,77.93
2024-03-09,84.74
2024-03-10,87.0
2024-03-11,81.2
2024-03-12,82.5
2024-03-13,78.8
2024-03-14,79.81
2024-03-15,77.34
2024-03-16,81.03
2024-03-17,79.73
2024-03-18,81.01
2024-03-19,83.66
2024-03-20,81.11
2024-03-21,80.38
2024-03-22,78.23
2024-03-23,78.65
2024-03-24,81.02
2024-03-25,79.67
2024-03-26,79.04
2024-03-27,79.29
2024-03-28,76.73
2024-03-29,78.5
2024-03-30,79.23
2024-03-31,77.74
2024-04-01,78.35
2024-04-02,76.41
2024-04-03,73.3
2024-04-04,76.07
2024-04-05,75.77
2024-04-06,80.15
2024-04-07,80.26
2024-04-08,77.8
2024-04-09,76.94
2024-04-10,73.43
2024-04-11,70.65
2024-04-12,71.19
2024-04-13,77.01
2024-04-14,72.91
2024-04-15,76.77
2024-04-16,75.67
2024-04-17,72.88
2024-04-18,74.0
2024-04-19,73.29
2024-04-20,75.99
2024-04-21,73.61
2024-04-22,70.39
2024-04-23,65.84
2024-04-24,60.53
2024-04-25,58.17
2024-04-26,58.04
2024-04-27,59.04
2024-04-28,59.18
2024-04-29,64.43
2024-04-30,66.23
2024-05-01,62.04
2024-05-02,60.23
2024-05-03,60.9
2024-05-04,62.18
2024-05-05,61.5
2024-05-06,58.54
2024-05-07,56.86
2024-05-08,57.04
2024-05-09,57.73
2024-05-10,56.86
2024-05-11,58.76
2024-05-12,59.77
2024-05-13,59.73
2024-05-14,61.91
2024-05-15,62.53
2024-05-16,61.72
2024-05-17,61.96
2024-05-18,62.88
2024-05-19,63.84
2024-05-20,62.72
2024-05-21,61.11
2024-05-22,59.53
2024-05-23,55.56
2024-05-24,56.15
2024-05-25,56.25
2024-05-26,57.46
2024-05-27,57.66
2024-05-28,56.83
2024-05-29,55.59
2024-05-30,54.39
2024-05-31,53.64
2024-06-01,53.86
2024-06-02,55.41
2024-06-03,56.81
2024-06-04,58.75
2024-06-05,56.61
2024-06-06,53.75
2024-06-07,52.42
2024-06-08,52.88
2024-06-09,53.62
2024-06-10,54.54
2024-06-11,55.12
2024-06-12,52.55
2024-06-13,51.02
2024-06-14,51.6
2024-06-15,50.96
2024-06-16,51.95
2024-06-17,52.97
2024-06-18,52.33
2024-06-19,52.74
2024-06-20,51.61
2024-06-21,50.11
2024-06-22,50.47
2024-06-23,52.7
2024-06-24,51.01
2024-06-25,49.59
2024-06-26,49.7
2024-06-27,47.54
