date,volatility
2023-12-30,71.7
2023-12-31,70.38
2024-01-01,72.14
2024-01-02,72.26
2024-01-03,73.14
2024-01-04,72.99
2024-01-05,76.7
2024-01-06,76.72
2024-01-07,73.6
2024-01-08,69.97
2024-01-09,73.29
2024-01-10,70.07
2024-01-11,65.06
2024-01-12,65.76
2024-01-13,66.15
2024-01-14,64.5
2024-01-15,61.7
2024-01-16,58.68
2024-01-17,49.2
2024-01-18,49.71
2024-01-19,47.43
2024-01-20,45.64
2024-01-21,48.02
2024-01-22,53.75
2024-01-23,48.69
2024-01-24,49.12
2024-01-25,46.33
2024-01-26,45.34
2024-01-27,48.11
2024-01-28,47.5
2024-01-29,50.47
2024-01-30,49.64
2024-01-31,47.23
2024-02-01,46.42
2024-02-02,44.87
2024-02-03,44.33
2024-02-04,45.39
2024-02-05,45.46
2024-02-06,46.14
2024-02-07,48.82
2024-02-08,51.86
2024-02-09,52.48
2024-02-10,54.18
2024-02-11,57.01
2024-02-12,59.93
2024-02-13,63.07
2024-02-14,65.08
2024-02-15,62.09
2024-02-16,62.58
2024-02-17,63.54
2024-02-18,65.32
2024-02-19,62.99
2024-02-20,62.9
2024-02-21,64.44
2024-02-22,60.67
2024-02-23,62.26
2024-02-24,64.42
2024-02-25,64.88
2024-02-26,65.62
2024-02-27,72.76
2024-02-28,74.77
2024-02-29,69.17
2024-03-01,70.7
2024-03-02,78.58
2024-03-03,77.92
2024-03-04,81.1
2024-03-05,84.43
2024-03-06,79.13
2024-03-07,78.89
2024-03-08,78.89
2024-03-09,82.46
2024-03-10,86.7
2024-03-11,77.41
2024-03-12,76.35
2024-03-13,73.13
2024-03-14,76.96
2024-03-15,75.19
2024-03-16,77.83
2024-03-17,77.32
2024-03-18,81.99
2024-03-19,85.78
2024-03-20,79.33
2024-03-21,79.91
2024-03-22,79.52
2024-03-23,80.94
2024-03-24,81.17
2024-03-25,80.38
2024-03-26,79.41
2024-03-27,81.73
2024-03-28,80.79
2024-03-29,79.78
2024-03-30,82.02
2024-03-31,80.31
2024-04-01,79.78
2024-04-02,79.62
2024-04-03,74.7
2024-04-04,75.03
2024-04-05,74.42
2024-04-06,78.78
2024-04-07,81.99
2024-04-08,79.66
2024-04-09,75.94
2024-04-10,73.38
2024-04-11,71.32
2024-04-12,71.23
2024-04-13,82.12
2024-04-14,74.91
2024-04-15,79.05
2024-04-16,77.57
2024-04-17,76.84
2024-04-18,78.56
2024-04-19,75.93
2024-04-20,78.15
2024-04-21,77.28
2024-04-22,75.76
2024-04-23,70.58
2024-04-24,66.03
2024-04-25,67.27
2024-04-26,68.56
2024-04-27,65.41
2024-04-28,64.16
2024-04-29,75.25
2024-04-30,73.91
2024-05-01,68.84
2024-05-02,67.21
2024-05-03,72.43
2024-05-04,72.78
2024-05-05,71.7
2024-05-06,67.55
2024-05-07,66.0
2024-05-08,65.16
2024-05-09,65.32
2024-05-10,63.34
2024-05-11,66.63
2024-05-12,67.45
2024-05-13,66.49
2024-05-14,65.76
2024-05-15,65.4
2024-05-16,68.27
2024-05-17,67.01
2024-05-18,69.03
2024-05-19,72.4
2024-05-20,81.14
2024-05-21,81.41
2024-05-22,81.34
2024-05-23,68.69
2024-05-24,69.91
2024-05-25,72.88
2024-05-26,71.78
2024-05-27,69.93
2024-05-28,70.06
2024-05-29,68.88
2024-05-30,68.81
2024-05-31,70.93
2024-06-01,70.66
2024-06-02,69.48
2024-06-03,68.61
2024-06-04,70.15
2024-06-05,66.37
2024-06-06,64.34
2024-06-07,64.14
2024-06-08,64.79
2024-06-09,64.79
2024-06-10,66.63
2024-06-11,67.09
2024-06-12,62.88
2024-06-13,60.46
2024-06-14,64.94
2024-06-15,65.81
2024-06-16,64.74
2024-06-17,66.86
2024-06-18,68.76
2024-06-19,68.95
2024-06-20,64.67
2024-06-21,64.96
2024-06-22,66.95
2024-06-23,66.38
2024-06-24,64.96
